,A_ALL_POW,A_ALL_IND,A_ALL_MOB,A_ALL_RES,A_NH3_AGR,A_ALL_SLV,A_ALL_OTH,B_ALL_POW,B_ALL_IND,B_ALL_MOB,B_ALL_RES,B_NH3_AGR,B_ALL_SLV,B_ALL_OTH,C_ALL_POW,C_ALL_IND,C_ALL_MOB,C_ALL_RES,C_NH3_AGR,C_ALL_SLV,C_ALL_OTH,D_ALL_POW,D_ALL_IND,D_ALL_MOB,D_ALL_RES,D_NH3_AGR,D_ALL_SLV,D_ALL_OTH,E_ALL_POW,E_ALL_IND,E_ALL_MOB,E_ALL_RES,E_NH3_AGR,E_ALL_SLV,E_ALL_OTH,F_ALL_POW,F_ALL_IND,F_ALL_MOB,F_ALL_RES,F_NH3_AGR,F_ALL_SLV,F_ALL_OTH,G_ALL_POW,G_ALL_IND,G_ALL_MOB,G_ALL_RES,G_NH3_AGR,G_ALL_SLV,G_ALL_OTH,H_ALL_POW,H_ALL_IND,H_ALL_MOB,H_ALL_RES,H_NH3_AGR,H_ALL_SLV,H_ALL_OTH,I_ALL_POW,I_ALL_IND,I_ALL_MOB,I_ALL_RES,I_NH3_AGR,I_ALL_SLV,I_ALL_OTH,J_ALL_POW,J_ALL_IND,J_ALL_MOB,J_ALL_RES,J_NH3_AGR,J_ALL_SLV,J_ALL_OTH,K_ALL_POW,K_ALL_IND,K_ALL_MOB,K_ALL_RES,K_NH3_AGR,K_ALL_SLV,K_ALL_OTH,L_ALL_POW,L_ALL_IND,L_ALL_MOB,L_ALL_RES,L_NH3_AGR,L_ALL_SLV,L_ALL_OTH,M_ALL_POW,M_ALL_IND,M_ALL_MOB,M_ALL_RES,M_NH3_AGR,M_ALL_SLV,M_ALL_OTH,N_ALL_POW,N_ALL_IND,N_ALL_MOB,N_ALL_RES,N_NH3_AGR,N_ALL_SLV,N_ALL_OTH,O_ALL_POW,O_ALL_IND,O_ALL_MOB,O_ALL_RES,O_NH3_AGR,O_ALL_SLV,O_ALL_OTH,P_ALL_POW,P_ALL_IND,P_ALL_MOB,P_ALL_RES,P_NH3_AGR,P_ALL_SLV,P_ALL_OTH,Q_ALL_POW,Q_ALL_IND,Q_ALL_MOB,Q_ALL_RES,Q_NH3_AGR,Q_ALL_SLV,Q_ALL_OTH
68,1.003451,1.458711,1.4659,1.273087,0.7816624,0.8224922,0.7864164,1.304919,0.7601995,0.8823337,0.9245984,1.360858,1.235792,1.131646,1.09167,1.026285,0.6181272,0.595208,1.158566,1.18099,1.107587,1.075955,0.8330858,0.8206571,0.7086626,1.048326,1.084151,1.263239,0.5002914,1.363014,1.490248,1.294232,1.095481,1.395447,1.488942,1.065847,1.038348,0.8888762,0.6569503,0.7326962,0.5159693,0.9130876,0.7952338,0.772627,1.024755,0.7733456,1.250429,0.7589926,1.127404,1.021952,1.06827,0.6506744,0.7982511,1.220405,1.085562,0.8344735,1.013125,0.9806177,0.5394248,0.5297231,0.6411986,0.9606778,0.9655011,1.031918,1.290496,1.153557,0.6479673,1.265346,1.186662,1.475823,1.125438,1.160436,1.438258,1.01772,0.8650205,0.942856,1.167804,0.6723322,0.6209018,0.8524451,0.6622975,0.7042562,0.8983348,1.01584,0.9947437,0.5270739,0.5106208,1.092485,1.41811,0.6339627,0.652722,1.331487,1.459459,1.342386,0.92469,1.042791,0.9637041,1.263316,0.732131,0.6880944,0.7628783,0.588042,1.459831,1.049351,0.8715139,1.282834,0.6874167,0.7032934,0.930385,0.7802059,0.6136109,0.5539426,0.7012382,0.9268832,1.131826,1.311942,0.8419405,0.811807,1.237175
69,0.9843848,0.8980603,1.322473,0.7041349,1.210601,1.377365,1.204677,0.7735305,1.24303,0.9590683,0.854152,0.9669883,0.723719,1.264012,1.345971,1.409157,0.9819257,0.534254,0.8123676,0.6994097,1.432543,1.054542,0.8870999,0.7340102,1.368916,0.5375558,1.488271,0.8575754,1.191385,1.462748,0.818137,1.262416,0.588641,1.094799,0.8975046,1.219896,0.5408064,1.230696,0.6784799,1.015064,1.369357,1.163886,0.7414442,0.695656,1.005156,1.337827,1.479754,0.8821443,1.380912,0.6976688,0.5448309,1.065589,0.7494394,0.5877649,1.398765,1.463394,1.127148,0.8884626,1.410219,0.8855451,0.9359217,1.055902,0.8281291,0.5927826,1.316781,1.116736,1.388591,1.122119,1.316508,1.226075,1.11789,0.7417532,1.480774,1.441762,0.7050532,1.375771,1.350598,0.616444,1.395023,1.059794,0.9632171,1.223583,1.389163,1.410233,0.6261986,0.9023593,1.267954,0.8883762,1.032444,0.7660702,0.6640134,0.5905428,1.042023,0.9554348,1.069576,0.7009543,0.6088666,0.5572177,0.865911,0.8997908,1.030775,0.7397199,0.9054382,1.154837,1.067279,0.6599366,1.072315,0.9401998,1.107712,1.169425,0.7034842,0.8908758,0.7930063,0.912925,0.659828,1.112339,1.199501,1.380397,0.7600516
70,0.7039293,1.289971,0.6396746,1.287938,1.062091,1.342105,0.680753,0.726807,0.6131616,1.291599,0.7775138,0.7707324,1.04676,1.061138,0.8415183,1.198497,1.480644,1.071826,1.016907,1.441445,0.8300442,1.252754,1.330665,1.20945,0.5439688,0.5677499,0.6472984,0.8825522,1.041877,0.9918026,0.7244787,1.043966,0.9596661,0.8661734,0.8249974,1.090238,1.416796,0.8550005,0.5802754,1.46637,1.498034,0.8469758,1.304412,1.366113,1.046487,0.5202518,0.6143699,1.098281,0.6964066,1.223831,0.6043002,1.294913,0.5874434,0.5686072,1.496877,1.408528,1.359307,0.8552244,1.387851,1.353664,0.7677866,0.5482008,0.8817725,0.7429199,1.244884,1.322153,1.073566,0.6356146,0.6631028,0.9257141,0.8009686,1.075644,0.8290506,1.113037,1.393411,1.408069,0.9460408,0.8770516,1.21397,0.7500098,0.660205,0.9154304,0.7998041,0.5245495,0.9101078,1.115455,0.642917,0.953559,0.7550769,0.9270071,0.7189975,0.9986888,0.667149,0.5302886,1.046908,0.7373329,0.5797433,0.8442612,1.208729,1.448327,0.9341855,0.6037552,1.281265,0.7331925,0.850379,1.220986,0.7658624,1.134184,1.272141,1.313809,1.433354,1.251727,1.403754,1.195517,0.8522818,0.8821274,1.074555,0.8329565,0.6982101
71,0.6659564,1.120007,1.455538,1.098596,1.344217,1.158786,1.168119,1.048762,0.9813516,1.409187,0.9957314,1.053792,1.13047,1.128143,1.196221,1.49395,1.471665,0.589577,0.521397,1.141222,0.872034,1.458733,0.8658625,0.8037682,1.456154,0.8992425,0.7077274,0.5917072,0.6905067,1.042798,1.130246,0.5092868,1.121051,1.065648,0.5440902,0.9266782,1.098217,1.195169,1.213976,0.9842482,1.338038,1.0546,0.8028326,1.357433,1.421878,0.8141582,0.9514327,0.5006108,1.412369,0.645832,1.455691,0.8319722,1.110518,1.019153,1.007142,1.06596,0.5858885,0.7639803,0.9424422,1.369469,1.493544,1.286863,0.5603943,0.8743002,1.1683,1.006538,1.359863,0.8373539,0.51956,1.043971,1.243956,1.101496,1.063977,0.9496489,1.183868,0.5563394,1.164356,0.7717438,1.19652,1.278714,1.020959,1.427956,1.346763,1.307175,1.122281,1.328676,1.160227,1.278782,0.8210061,1.045899,0.9225334,1.108101,0.6902271,1.294002,1.430211,1.321877,1.021345,1.191032,0.9854721,1.25527,1.180077,0.9112582,1.103842,1.180898,0.6569019,0.9204243,0.620125,0.8924086,1.137652,1.088302,0.7587935,1.023674,0.883485,0.9387286,1.497164,1.26975,1.4776,0.5510806,0.7229396
72,1.19144,1.170465,0.5816684,0.9413894,0.5089372,0.7924219,0.5862688,1.023355,0.7904649,0.844157,1.072494,1.383633,1.183425,1.039339,0.8736363,1.136551,0.5363982,1.377439,1.157792,1.409264,0.9835505,0.8108168,0.6617578,1.071715,1.474605,1.265133,1.200463,1.413999,0.6093374,1.124576,1.358093,1.348253,0.5063282,0.6611938,0.6638306,1.472113,0.5295898,1.031091,1.321961,1.48948,1.238384,0.7626496,0.5089457,0.5918444,1.241942,0.7247352,1.036476,0.6191458,1.240092,1.172383,0.681307,0.5753801,1.381505,1.168104,1.088473,1.30868,0.9390751,0.9364646,0.5139828,1.318805,1.136322,1.204861,0.7731381,0.5783892,1.387715,1.387322,0.6342751,1.097232,1.231705,1.439024,0.8069618,1.380307,0.9988498,1.48126,0.9917397,0.7234426,0.9282497,0.809901,1.410202,0.6217484,1.471287,0.6313168,1.273906,1.150034,1.239072,0.6888377,1.188759,0.6298189,1.042619,0.9846403,0.8533934,0.8431252,1.308168,0.990656,1.339493,1.083156,0.8578891,0.7555565,1.466629,1.134886,0.5779601,1.314244,1.349941,0.5510686,1.116151,0.6679031,1.48033,1.100245,0.6340342,1.072673,0.971123,0.5363505,0.7506294,0.5797344,1.290148,1.230005,0.8058401,1.067127,0.9020236
73,1.075971,1.479456,0.6541793,0.7875892,0.8481302,1.113837,0.8921334,1.415749,0.516767,0.6085839,1.281389,1.058815,0.6307716,0.7158177,1.381288,0.6269132,0.9020726,0.8603377,1.332573,1.246188,1.266028,1.438514,0.9329586,1.032446,0.5010173,0.6032931,0.5360564,0.624874,0.9380082,0.5581951,0.9472919,0.6032622,0.9910329,0.9627726,0.6972736,1.086004,1.459632,1.140377,1.367507,1.162671,1.021406,1.218451,1.195978,0.5221476,1.178784,1.499809,1.078046,1.428751,1.073446,0.5382346,0.8111294,0.5029625,0.9793404,1.435932,0.7378286,1.499957,0.8461714,0.6346658,0.7085472,0.5399163,0.6027801,1.075825,1.42774,0.682279,1.473792,1.422443,1.130282,0.9058019,0.9282104,0.5202844,0.9922815,1.32504,0.947948,0.7547627,0.6843278,0.7889467,0.7735402,0.8203345,0.8560948,0.7387088,1.05351,0.5323054,0.9014278,1.238214,1.060859,0.8040605,1.199069,0.9539312,0.5249441,1.13765,1.214832,1.349966,0.9068294,1.386884,0.6339584,0.8579512,0.686841,0.7472021,0.9891583,0.9499922,1.407027,0.9350475,1.463041,1.30009,0.533453,0.6451302,1.33666,1.086582,0.6398031,0.9238818,1.107422,1.013337,1.056003,0.688773,0.7239058,1.295475,1.249397,0.7404668,1.098672
74,1.280534,0.6328098,1.005555,1.07806,1.055452,0.724394,1.39667,0.8955156,0.505724,1.137378,0.9646057,1.328836,0.9720389,0.8411702,0.7896709,1.064366,0.6905712,1.489555,0.9038206,0.8782284,1.078639,0.5293498,1.157669,0.6885623,0.8427282,1.101495,1.365053,1.024491,0.9373577,0.5290599,1.416983,0.9088742,0.6432273,1.499632,0.6769246,0.570363,1.466993,0.6349803,0.9602099,1.028637,0.8609606,0.8428851,0.5558578,0.8649251,0.652192,1.416086,0.5196608,1.327333,1.388157,0.7555446,1.07621,0.5261308,1.111646,0.743192,1.435887,1.497737,1.180656,0.9919925,1.422832,0.8697462,1.148353,0.8409612,1.158158,1.076664,1.207895,1.330731,0.6115571,0.8647827,0.584212,1.157465,1.401989,0.7967844,1.175556,0.8251833,0.7672677,0.8310275,1.118318,0.7427437,1.054286,0.7641424,1.369335,0.7541292,0.9010526,0.9473937,1.31535,0.7533524,0.584728,1.175707,0.6012447,1.3756,0.686576,0.8250002,0.5871482,0.9062534,1.067784,0.5466705,1.314453,0.8041937,0.6070304,0.6660447,0.9170288,1.438117,0.9440455,1.168191,1.191056,0.7794255,1.256123,0.973963,0.7509243,1.00486,0.7505404,0.6448973,0.6502062,1.347064,0.9346219,1.244224,1.173344,1.038845,1.258659
75,1.046003,0.9261955,0.7677993,1.433612,0.5552692,0.8769885,0.6096362,1.356803,1.132399,1.478486,1.132794,1.401624,1.212936,0.890391,1.493162,0.5312177,1.048508,0.5056432,1.290455,0.5109244,0.6027776,1.410765,0.511567,0.5338848,0.9500594,1.062044,0.6524535,1.475502,1.134131,1.02356,0.5529382,0.7631086,0.7803795,0.527488,1.407541,1.154559,1.407818,0.8220089,0.7028734,1.089067,0.5007,0.988479,1.266564,0.5818373,1.225786,0.9116992,1.009184,0.7869646,0.8365762,1.328404,0.5457161,1.442701,0.7480877,0.9960447,0.6642647,0.6499926,0.7794366,1.283914,0.6446842,1.36671,1.314695,1.374202,0.7601714,0.9713397,0.8630474,1.040965,1.333745,0.7832253,0.7182002,0.892555,1.0109,1.072424,0.7131079,0.5766896,1.283437,1.034006,1.431701,0.5507239,1.491875,1.426143,1.082495,1.137829,0.8293823,0.7057272,0.6528436,0.9977374,0.7958262,1.172273,1.013223,1.240812,1.352751,1.236403,0.625956,1.497816,0.736873,0.6924756,1.09944,1.182724,0.7593913,0.5973204,1.165171,1.213579,1.231264,0.5440211,1.405004,1.206717,1.05936,1.433898,0.8967545,0.5427592,0.6910368,1.040279,1.325815,1.39491,0.9467157,0.5768651,1.389295,0.7044442,0.680996
76,0.8634445,0.5287549,1.301831,0.951202,1.31725,0.5619971,1.450543,0.6652484,0.8023166,0.9650236,0.8879049,1.478254,0.9163326,1.066777,1.223472,1.106536,0.748261,0.5356689,1.250723,0.5712736,0.7508774,0.6294819,1.409665,1.311601,1.223097,1.389167,1.360588,0.9970347,0.7338766,1.487497,1.149316,0.8291566,1.198325,0.9315814,0.5055765,1.074046,0.9675785,0.8478672,1.479217,1.218007,0.7186736,0.6066116,0.8440814,1.29366,0.7111191,0.7534355,1.409751,1.290037,1.180154,0.9026797,0.6328002,0.5914341,0.803721,0.6848692,1.296147,1.397477,0.6580196,0.812038,1.214631,0.6131368,0.911862,0.769497,1.456372,0.8048087,1.38877,0.8710608,0.8722495,1.034751,0.6394027,0.8745554,1.061602,0.6211978,0.6561442,0.5702162,1.494447,0.7567658,0.6739626,1.175518,0.7879822,0.9267069,0.6107944,1.283051,0.7471086,1.043697,0.8272077,1.345382,0.5254355,0.582802,1.129649,0.5390544,1.465897,1.096518,1.295736,1.473854,0.7665974,1.061677,0.5815201,0.7392727,1.478523,1.121106,0.9073098,1.310914,1.120421,1.009382,0.7021003,0.8116024,0.8602899,1.401369,1.057416,1.207667,1.07028,1.319015,0.8089282,0.9504242,0.8822427,1.280859,0.5973884,1.350175,0.9371014
77,1.370813,1.272127,0.8031189,0.8128483,0.7086585,0.9816607,0.8879616,1.109758,0.9411187,0.7407765,1.369026,0.6727688,1.122981,0.7445038,1.431897,1.041916,1.382417,1.262726,0.5290965,1.403105,1.497592,1.066931,0.6367261,1.47168,1.018774,1.153513,1.15999,1.231725,1.30736,1.439592,0.8267883,1.012565,1.474172,0.786655,0.5627932,1.151379,0.8698973,0.9002858,0.5382238,0.7329396,1.073641,0.6126909,1.092386,0.5291395,0.5386407,1.010011,0.5736181,0.8614567,0.7810271,0.7418041,1.298442,0.8709808,1.308578,0.6744957,1.047733,1.019987,1.497901,1.45812,1.031574,1.187871,0.5341704,0.6257233,0.9315354,0.65538,0.9639882,0.8439613,0.7360971,1.202283,0.8192106,1.417478,1.097019,0.6688538,0.6370023,1.34008,1.316965,1.277366,0.5755982,1.342803,0.6333414,1.071263,1.267395,1.020566,0.6767848,1.130715,0.8425003,0.5046261,0.6664862,1.302436,0.5354652,0.708911,1.036673,0.8992769,0.718712,1.455531,0.8440577,1.061195,0.8875215,1.024506,0.802329,1.007179,0.861414,1.343752,1.332714,1.135908,0.9197849,0.5359871,1.34766,0.5438759,0.795031,0.8078668,0.6916953,1.234197,1.312279,1.272811,1.473429,0.7136046,1.085709,0.6046488,0.8430834
78,1.164975,1.323921,0.8668174,0.6477995,0.949007,1.310242,1.288419,0.5605553,1.484888,1.373473,1.197599,1.468207,0.6283697,0.8744034,0.9098493,0.5387165,1.321308,1.375736,0.7832707,0.6440132,1.169466,0.9540647,0.554645,1.190098,1.379574,1.165326,1.299498,1.433401,0.5280176,0.8391908,0.8745962,0.7828728,1.093923,0.6178844,0.7297044,0.949993,0.5144344,0.5599144,1.296083,1.077189,1.265393,1.087105,1.177534,1.034058,1.168022,0.6167989,0.7022285,1.423826,1.225461,1.391334,1.438253,1.415129,1.021378,1.259598,0.8648958,0.6900422,1.481776,1.389219,0.8020723,1.24105,1.036099,1.330017,1.082538,1.287223,0.8124773,0.856972,0.7061158,0.9729853,1.365759,0.8543636,1.030161,0.5026328,0.6736936,0.8237282,0.8305927,1.194862,0.5992603,1.274248,1.150752,0.8502747,1.052333,1.163381,0.7079402,0.5616837,1.348543,0.824997,0.6000762,0.806507,0.5533933,0.5985828,1.393217,1.450215,1.354188,1.143361,1.078203,0.6103754,1.142067,1.065311,1.060603,0.6229239,0.9850145,0.7536303,1.07716,1.478105,0.5611727,1.135315,0.7789356,1.293828,0.8134041,1.445034,1.309379,0.8361886,0.5796426,0.5179512,0.7813482,1.262673,0.9336169,0.8208539,0.5819677
79,1.407977,0.6592912,1.280969,0.5276634,1.075246,0.8549458,1.346382,1.365489,0.8885706,1.270217,0.8402948,1.23622,1.007377,1.411026,0.8878918,1.348703,0.5113141,0.5662138,1.300511,1.499097,1.283561,0.788845,1.324689,0.5844725,0.8969147,0.9195283,1.145573,1.348737,0.8745127,0.8389345,0.7697445,1.396213,0.6874996,0.7411193,1.175957,1.138892,1.422661,0.7744962,0.5989654,0.8068001,0.5379586,0.545591,0.8834461,1.158788,0.7547394,0.5481592,1.441311,1.193616,0.7283595,0.9576457,1.411143,1.292403,1.232843,0.9662141,0.7997887,0.5566323,1.291472,0.7976104,0.5928858,0.9721111,1.271873,1.387512,0.8415639,1.135996,0.670854,0.9190819,1.434713,1.011658,0.7454537,0.870028,0.6010416,0.7669483,0.7588049,0.856784,0.5875311,1.386321,1.403625,1.31135,0.5916549,1.393451,0.8670006,1.039456,1.342108,0.6619124,0.727792,1.483557,0.62587,0.8712855,0.8785475,0.8321274,1.223477,1.45816,1.184876,1.251854,1.384354,1.436554,0.6677829,1.283422,1.389369,1.410657,1.274439,0.937063,0.9356626,1.41516,0.8316041,0.8619176,0.6957395,1.237428,1.278683,0.8148302,1.215507,0.6199401,0.8189906,1.031993,0.5688944,0.9324165,1.104634,0.5546515,0.6707036
80,0.9182119,0.852435,1.206478,0.6240132,0.7657797,0.9134911,0.8429773,0.5915156,0.99743,0.8259771,0.7171756,0.641901,1.057163,0.8929622,0.5013432,0.6644221,1.302366,0.8747587,1.447763,1.303374,0.7846851,1.024811,1.107857,1.352741,0.6059332,0.8399801,0.5560599,0.5558617,1.047512,0.5439952,1.33192,0.9913299,1.076833,0.9910066,0.9192234,0.5379899,0.9288491,0.9787562,0.64938,0.580613,0.6314404,0.782356,0.953629,0.9902059,1.256456,1.448606,1.240697,0.5510284,1.432676,0.8090429,1.265473,1.011916,1.20369,1.004829,0.7701396,1.280901,0.7973325,1.057204,1.33058,0.8577233,0.6491488,1.318723,0.6710557,1.120492,0.6065573,1.495419,1.132591,1.066156,0.8255166,0.6273133,0.9844059,0.5421445,1.080838,0.7785922,0.721934,1.152329,1.208682,1.052397,0.9550866,0.544827,1.064703,1.355521,0.5415784,1.478487,1.473315,0.7325036,0.8932799,1.186191,0.9007666,1.270644,0.737171,0.8139049,0.814387,0.8735803,0.5606818,0.6627177,1.445937,0.6081365,1.108649,0.9968089,1.447726,1.259121,0.5973852,0.6678629,1.381399,0.9489782,0.6060781,1.352504,0.7485914,0.8613479,1.022219,1.057436,0.933339,0.8782413,1.436097,0.9523997,0.5402617,1.499014,1.348696
81,0.5257058,0.677189,0.8220446,1.338972,1.364861,1.013928,0.8227406,0.5113727,1.307777,1.021716,1.316029,0.8880456,0.993748,1.333278,0.6471012,0.5430816,1.00452,1.111215,0.8345882,1.424337,1.444444,1.3761,0.7282962,0.8909817,1.114326,0.7672352,1.032027,1.382816,1.175566,0.7707821,1.048073,0.9812321,0.7761955,0.509595,0.796103,1.072941,0.5208408,1.025146,0.7402206,0.7419193,0.7379031,0.803923,1.167572,0.5110426,1.070319,1.246673,1.453315,1.34384,1.1932666,1.26685,1.48538,0.8534288,1.43298,0.9853411,1.00318,1.399606,0.9238928,0.5486214,1.012146,0.810407,0.5849646,0.8828431,0.7322742,1.210686,0.898643,0.7472968,0.9895869,1.171653,0.7325944,0.7390643,1.147787,0.5314446,0.8959949,1.404617,0.7364334,1.03165,1.046028,0.6729808,0.8745915,0.5926527,1.228547,1.42814,0.6490329,0.5319682,0.8615918,1.282145,0.598252,0.9881176,1.334549,0.8464969,0.8216441,0.5724497,0.9743937,1.067314,0.9730702,0.8953057,0.7790461,0.8568858,0.9375358,1.276868,1.222721,0.517035,0.8441651,1.349587,0.8452284,0.9952246,1.343757,1.390863,1.311408,0.7075229,1.278578,1.156775,1.352182,1.474289,1.48186,1.12285,0.6715942,0.6854899,0.6377839
82,0.7330378,0.8639692,0.6111337,0.7406779,1.17992,1.275337,0.7935863,0.8536813,0.5940466,0.6392891,1.223559,0.5002819,0.6420815,1.48514,0.8527083,1.086512,0.7094023,0.8077905,1.48674,1.155502,1.299711,0.8698888,1.46421,1.350518,1.067919,0.7898686,1.082767,0.6424004,0.7729538,1.454357,0.6130502,0.65374,1.247249,1.321037,1.357161,0.6681171,1.110949,0.7534872,0.8821672,1.486088,0.7613136,1.368207,1.034317,0.6221186,0.9464638,1.214437,1.114694,1.379542,1.146581,1.182847,0.9496918,0.914517,1.401066,1.280404,1.204288,1.285783,0.8622593,1.142742,0.6102594,1.027552,1.29257,0.8386859,1.293228,1.05219,0.5137389,1.432319,0.6200399,1.483544,1.124241,1.190511,0.5201162,0.9655349,1.295566,0.8252792,1.481575,0.8209578,0.9105722,1.042091,0.8329802,0.528482,1.475175,0.9468994,1.458473,0.7651062,0.5361934,1.337083,0.8776736,0.8118203,0.554741,1.288272,0.8493322,1.164607,0.9307277,0.7796156,0.9398215,1.304419,1.310525,0.5599273,0.6458797,0.6662048,1.481897,0.9919556,0.7513597,0.9028739,1.164346,0.6358042,1.330454,1.385061,1.013093,1.22083,1.293584,1.132668,0.8347619,0.6232127,1.452377,1.176844,1.288289,0.6406213,1.447525
83,1.476398,1.42072,1.447926,0.7163419,1.486591,1.277443,1.284807,1.332794,0.664527,1.187188,1.085433,1.178446,0.6587117,0.5563355,0.7690428,0.881525,0.5737266,0.7544958,1.198922,0.7440491,0.5839261,1.105956,0.6112274,0.6834193,1.163737,0.7683312,0.6464164,1.44895,1.239739,1.325478,1.404915,1.194904,1.009601,0.9556739,1.034499,0.836177,1.30653,0.8020367,1.329886,1.339127,0.6993497,1.43629,0.8925571,0.5514246,0.7978973,1.115138,1.334214,0.9784264,1.03491,0.5793368,0.5169968,1.306624,1.160622,0.9020176,0.5687797,0.9861898,0.5274867,1.120875,0.7776044,1.172848,1.218527,0.685857,0.7078908,1.164049,0.7948168,1.378029,1.493845,0.8405378,1.171836,0.8584267,0.8671702,1.23281,0.8121096,0.7722948,1.471158,1.209148,0.573765,0.762909,1.260522,1.10364,0.8966172,1.299395,0.6342483,1.085107,1.050383,0.7416985,0.9691094,1.232583,0.658632,1.410809,0.7512352,0.966524,1.499432,0.5414846,0.6419155,0.683399,0.9137573,0.6540245,1.449886,1.257368,0.9837932,0.6772621,1.444385,0.8014837,0.7533576,0.6966863,0.9273493,0.6444042,0.9558594,1.02366,0.908151,0.5022966,0.8844238,1.041505,0.9637306,1.069132,1.297099,1.161668,1.205569
84,0.7123242,0.7362616,0.8036435,1.411027,1.22874,1.111191,0.5333782,0.983125,0.8178793,0.7826655,1.438356,0.9056236,0.6073097,1.003153,1.453565,1.269355,0.8948283,0.7668025,1.490206,0.6117944,0.6655914,0.6338005,0.7142238,0.5827279,0.7858846,0.9493881,0.8581258,0.8454272,1.227978,0.6201436,0.8163939,1.452089,0.8625727,0.8601169,1.223794,0.8725316,0.6699245,1.258063,1.44106,1.076426,0.9758082,1.392982,0.826525,0.9174058,1.37831,1.306801,1.457487,0.9697,1.451699,0.8358528,1.375965,1.26836,1.213996,0.8062742,1.334356,1.141024,1.084538,1.208416,0.6956565,1.246836,0.982331,0.7501473,1.418308,1.046757,0.7162716,0.5361956,0.5430509,0.7573712,0.5223242,0.9628394,0.5680562,0.8106476,0.9479146,0.7852149,1.126093,1.304539,1.244776,1.35353,1.329418,1.099136,0.8294011,1.263426,0.9562284,0.516464,0.7826571,0.8457696,1.445972,1.481299,1.019462,0.6418596,0.7496248,0.6713594,1.445421,0.5918641,0.6894256,0.5253572,1.287174,1.154768,1.074416,0.5295431,0.6887502,1.325116,0.6740907,1.459424,1.157445,1.0017,0.6173879,0.6862479,1.120288,0.7242466,0.7712482,0.8685078,1.341498,0.8545938,1.324886,0.9326594,1.033309,1.126844,1.1891
85,1.277723,1.067078,1.325402,1.479089,1.474539,1.227181,0.9525597,1.02869,0.6082893,0.8231291,1.397935,0.7900077,0.9841075,0.9998745,1.490333,0.8667854,1.227812,1.244664,0.6916513,1.330957,0.5980599,0.9818782,1.224173,0.8208471,1.357772,1.193126,0.9673614,0.7993621,0.8267897,1.312286,0.8936346,0.9228296,1.415668,1.05784,1.098902,0.6019978,1.008327,0.982502,1.430143,0.9016426,1.435355,1.04578,0.6579074,1.347159,0.7013112,1.356241,1.3969,0.655931,0.7057254,0.6256492,1.237804,0.9349183,1.447693,0.7831427,0.6825498,1.420655,1.213242,0.6295546,1.433816,1.481413,1.422319,1.366982,0.6144007,0.858503,0.7546675,0.6876058,0.7743399,1.062495,1.300973,0.7508354,0.9329211,0.9943331,1.198986,0.837349,1.045602,0.6882464,1.30392,0.5778045,1.027525,1.151532,0.8100858,1.175738,1.431137,1.28864,1.074482,1.218815,0.5001366,1.38E+00,1.30029,1.425139,1.201256,1.070374,1.142053,1.407849,0.8878129,0.9683731,1.092119,0.6481759,1.367664,1.095431,0.5194005,1.149213,1.002212,1.11739,1.177088,1.080971,1.143257,1.111143,1.175037,1.393402,1.207343,0.52439,1.110428,0.9947842,0.537209,0.986616,0.6107902,1.02576,1.096521
86,0.9124691,0.8146951,1.121209,0.7758336,1.037079,1.27369,1.408147,0.7338122,1.106206,1.112282,1.211922,0.7344639,1.171188,1.426319,0.7255961,0.9983726,0.9244077,1.113747,1.346449,1.106011,0.7029587,1.321463,1.119984,1.108077,0.8913397,0.5217966,1.484946,1.316401,0.5706396,1.097689,1.469915,0.7256792,0.7143634,0.8343858,0.7862382,1.422127,0.6405041,1.180218,1.410804,0.8791069,0.8728236,1.404057,0.6474674,1.047812,1.26898,0.8353795,1.128202,0.6465519,1.012653,0.9071817,0.6872083,0.9845989,0.7105902,0.604202,0.9053196,0.7660062,1.334331,1.256218,1.497674,1.10361,0.6281382,0.9042458,0.5006726,1.392855,0.5947012,0.6830634,1.152328,1.070565,0.8875829,0.6031338,0.9703686,0.9577695,0.5334362,1.210926,0.6331876,0.5310134,1.463479,1.459672,0.54805,0.8949158,0.6486636,1.286137,1.278749,0.8818032,1.092237,0.5229286,1.287048,0.5351614,1.007484,0.6034912,0.526863,0.8773717,1.106779,0.645097,0.8759686,1.143578,1.233773,0.9074926,0.7781107,0.6484163,1.49885,0.718641,1.392753,1.270607,1.443468,1.155519,1.113663,1.199468,1.394822,1.19615,0.5545108,1.437158,0.9490355,0.9857191,0.7960193,0.8148015,1.400497,1.443869,0.5352376
